CUSTOMER ID,LINK TO LMS,LAST APPROVED AMOUNT,Max of dpd,Max of emi_paid,CIBIL SCORE,ACTIVE LOANS,OFFER TAKEN,CARD ASSIGNED,CARD REGISTERED,Last nbfc,BANK,NACH REGISTRATION STATUS,PAYBACK POINT,VENDOR CODE,Max of service_issue,Max of system_resolvedticket,OPEN TICKET,RESOLVED TICKET,REOPEN TICKET,OVERDUE TICKET,CLOSED TICKET
123795,https://lms.stasheasy.com/lead/customerInfo/123795/369922,1500,3,32,689,1,0,Y,Y,Akara Capital Advisors Private Limited,UTI-Axis Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,0,2
124478,https://lms.stasheasy.com/lead/customerInfo/124478/510604,10000,5,18,737,1,1,Y,Y,Akara Capital Advisors Private Limited,BAR-BANK OF BARODA,REJECTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
125566,https://lms.stasheasy.com/lead/customerInfo/125566/629706,5000,4,76,584,2,1,Y,Y,Akara Capital Advisors Private Limited,SBI-State Bank of India,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,1,1,1,18
125641,https://lms.stasheasy.com/lead/customerInfo/125641/342005,35000,4,10,715,1,0,Y,Y,"Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","SBI-State Bank of India, India,STATE BANK OF INDIA",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
125967,https://lms.stasheasy.com/lead/customerInfo/125967/335767,31000,1,6,671,0,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
126247,https://lms.stasheasy.com/lead/customerInfo/126247/377784,50000,5,13,709,1,1,Y,N,"Akara Capital Advisors Private Limited,DMISTASH,Stashfin DMI EMI Escrow Account","PUN-Punjab National Bank, India,Punjab National Bank",ACCEPTED,0,DCB,0,0,0,0,0,0,0
126269,https://lms.stasheasy.com/lead/customerInfo/126269/293493,14658,0,10,686,0,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,"DCB,M2P FEDERAL",0,1,0,0,0,0,6
126348,https://lms.stasheasy.com/lead/customerInfo/126348/504028,200000,4,22,676,1,1,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,EQX ANALYTICS PRIVATE LIMITED","HDF-HDFC Bank,HDFC,HDFC BANK",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,3
126397,https://lms.stasheasy.com/lead/customerInfo/126397/173736,26435,0,9,644,0,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,2
126627,https://lms.stasheasy.com/lead/customerInfo/126627/170658,16000,4,7,-1,0,0,Y,Y,Akara Capital Advisors Private Limited,State Bank of India,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
127845,https://lms.stasheasy.com/lead/customerInfo/127845/339706,12903,2,15,603,0,2,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India,HDFC Bank Ltd",ACCEPTED,0,DCB,0,0,0,0,0,0,2
128633,https://lms.stasheasy.com/lead/customerInfo/128633/335375,10032,0,13,772,0,1,Y,Y,Akara Capital Advisors Private Limited,SBI-State Bank of India,REJECTED,0,"DCB,M2P FEDERAL",0,1,0,0,0,0,5
128673,https://lms.stasheasy.com/lead/customerInfo/128673/434069,5000,0,10,-1,0,0,Y,Y,Akara Capital Advisors Private Limited,BAR-BANK OF BARODA,REJECTED,0,DCB,0,0,0,0,0,0,0
128760,https://lms.stasheasy.com/lead/customerInfo/128760/177935,5,4,9,677,0,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
128884,https://lms.stasheasy.com/lead/customerInfo/128884/279709,18000,3,7,636,0,0,Y,Y,Akara Capital Advisors Private Limited,"HDFC Bank, India",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,1,0,0,3
128885,https://lms.stasheasy.com/lead/customerInfo/128885/556431,17105,3,18,584,0,1,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India,Punjab National Bank, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,1,0,0,0,0,4
130609,https://lms.stasheasy.com/lead/customerInfo/130609/325874,6953,3,15,779,0,1,Y,Y,Akara Capital Advisors Private Limited,"KKB-KOTAK MAHINDRA BANK,Kotak Mahindra Bank",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,2
133799,https://lms.stasheasy.com/lead/customerInfo/133799/186119,207340,4,6,697,0,0,Y,Y,,,,0,DCB,0,0,0,0,0,0,0
133879,https://lms.stasheasy.com/lead/customerInfo/133879/702283,25705,0,19,694,1,1,Y,Y,Akara Capital Advisors Private Limited,"SCB-Standard Chartered Bank, India",ACCEPTED,0,"DCB,M2P FEDERAL",3,0,0,0,0,0,3
134566,https://lms.stasheasy.com/lead/customerInfo/134566/262504,50000,0,10,676,0,0,Y,Y,,,,0,DCB,0,0,0,0,0,0,0
134664,https://lms.stasheasy.com/lead/customerInfo/134664/185094,93303,9,6,655,0,0,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India,HDFC BANK",REJECTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,1
134744,https://lms.stasheasy.com/lead/customerInfo/134744/252593,16630,1,7,1,0,1,Y,Y,Akara Capital Advisors Private Limited,Yes Bank Ltd,ACCEPTED,0,DCB,0,0,0,0,0,0,0
134780,https://lms.stasheasy.com/lead/customerInfo/134780/287101,13500,1,27,712,2,0,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India,HDFC Bank Ltd",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,2
134901,https://lms.stasheasy.com/lead/customerInfo/134901/166643,23500,7,21,604,0,0,Y,Y,Akara Capital Advisors Private Limited,KOTAK MAHINDRA BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,1
135969,https://lms.stasheasy.com/lead/customerInfo/135969/299829,19445,4,9,721,1,0,Y,Y,Akara Capital Advisors Private Limited,"CIT-Citibank, India,CITI Bank",Pending,0,DCB,0,0,0,0,0,0,0
136081,https://lms.stasheasy.com/lead/customerInfo/136081/188428,16080,3,6,-1,0,0,Y,Y,Akara Capital Advisors Private Limited,CANARA  BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
136299,https://lms.stasheasy.com/lead/customerInfo/136299/599403,47895,5,15,729,1,1,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,2
136573,https://lms.stasheasy.com/lead/customerInfo/136573/342493,14516,3,15,666,0,1,Y,Y,Stashfin DMI EMI Escrow Account,BANK OF BARODA,REJECTED,0,DCB,0,0,0,0,0,0,3
136587,https://lms.stasheasy.com/lead/customerInfo/136587/193856,19312,7,6,680,0,0,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,3
136608,https://lms.stasheasy.com/lead/customerInfo/136608/335310,140500,2,25,723,2,1,Y,Y,Akara Capital Advisors Private Limited,Oriental Bank of Commerce,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
136639,https://lms.stasheasy.com/lead/customerInfo/136639/274757,200000,9,31,622,0,0,Y,Y,Akara Capital Advisors Private Limited,KOTAK MAHINDRA BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
136640,https://lms.stasheasy.com/lead/customerInfo/136640/565413,28000,1,46,708,0,0,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
136760,https://lms.stasheasy.com/lead/customerInfo/136760/293337,58270,3,11,726,0,1,Y,N,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India,HDFC Bank Ltd",ACCEPTED,0,DCB,0,0,0,0,0,0,1
136820,https://lms.stasheasy.com/lead/customerInfo/136820/193867,195084,9,12,785,1,0,Y,Y,Akara Capital Advisors Private Limited,AXIS BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
136934,https://lms.stasheasy.com/lead/customerInfo/136934/237922,79000,5,6,615,0,0,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India",ACCEPTED,0,DCB,0,1,0,0,0,0,6
138088,https://lms.stasheasy.com/lead/customerInfo/138088/565496,27368,8,18,686,0,1,Y,Y,Akara Capital Advisors Private Limited,"Saraswat Bank, India,SRC-Saraswat Bank, India",ACCEPTED,0,DCB,0,0,0,0,0,0,2
138106,https://lms.stasheasy.com/lead/customerInfo/138106/451328,32000,7,24,777,0,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,REJECTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,5
138729,https://lms.stasheasy.com/lead/customerInfo/138729/291287,55900,3,15,718,1,1,Y,N,Akara Capital Advisors Private Limited,KKB-Kotak mahindra bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
139151,https://lms.stasheasy.com/lead/customerInfo/139151/378094,48043,5,12,524,0,1,Y,Y,Akara Capital Advisors Private Limited,"Axis Bank Ltd,UTI-Axis Bank",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,0,2
139395,https://lms.stasheasy.com/lead/customerInfo/139395/445285,22962,5,15,636,0,1,Y,Y,"Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","ICICI BANK,State Bank of India, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
139431,https://lms.stasheasy.com/lead/customerInfo/139431/483309,500,1,18,678,0,0,Y,Y,,,,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
139705,https://lms.stasheasy.com/lead/customerInfo/139705/338485,11433,1,15,725,1,1,Y,Y,Akara Capital Advisors Private Limited,SBI-State Bank of India,ACCEPTED,0,DCB,0,0,0,0,0,0,0
140131,https://lms.stasheasy.com/lead/customerInfo/140131/685502,31961,6,10,699,1,2,N,N,Stashfin DMI EMI Escrow Account,ICICI Bank,ACCEPTED,0,,0,0,0,0,0,0,1
140580,https://lms.stasheasy.com/lead/customerInfo/140580/368896,240060,3,9,672,0,0,Y,Y,"Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","HDF-HDFC Bank,HDFC Bank",ACCEPTED,0,DCB,0,0,0,1,0,0,2
140646,https://lms.stasheasy.com/lead/customerInfo/140646/195836,16588,3,9,790,0,0,Y,Y,Akara Capital Advisors Private Limited,KKB-Kotak mahindra bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
142915,https://lms.stasheasy.com/lead/customerInfo/142915/199739,41468,1,12,747,0,0,Y,Y,Akara Capital Advisors Private Limited,UTI-Axis Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
143010,https://lms.stasheasy.com/lead/customerInfo/143010/233160,10000,1,9,634,0,0,Y,Y,Akara Capital Advisors Private Limited,UTI-Axis Bank,ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,1
143036,https://lms.stasheasy.com/lead/customerInfo/143036/210967,13000,1,7,610,0,0,Y,Y,Akara Capital Advisors Private Limited,UTI-Axis Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,3
143917,https://lms.stasheasy.com/lead/customerInfo/143917/700104,19781,3,15,665,1,1,Y,N,Stashfin DMI EMI Escrow Account,BANK OF INDIA,ACCEPTED,0,DCB,0,0,0,0,0,0,5
144498,https://lms.stasheasy.com/lead/customerInfo/144498/220058,25918,3,18,-1,0,0,Y,Y,Akara Capital Advisors Private Limited,PUN-PUNJAB NATIONAL BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,0
144846,https://lms.stasheasy.com/lead/customerInfo/144846/393227,25435,3,11,675,0,1,Y,Y,"Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","HDFC BANK,HDFC Bank Ltd",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,2
145292,https://lms.stasheasy.com/lead/customerInfo/145292/556663,29421,6,17,677,1,1,Y,N,Akara Capital Advisors Private Limited,"TJS-TJSB Sahakari Bank, India",ACCEPTED,0,DCB,0,0,0,0,0,0,1
145610,https://lms.stasheasy.com/lead/customerInfo/145610/208235,24897,3,11,655,1,0,Y,Y,Akara Capital Advisors Private Limited,UTI-Axis Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
145632,https://lms.stasheasy.com/lead/customerInfo/145632/709248,27252,1,15,667,0,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,3
146123,https://lms.stasheasy.com/lead/customerInfo/146123/613529,89144,0,15,676,1,1,Y,N,Stashfin DMI EMI Escrow Account,AXIS BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,7
146501,https://lms.stasheasy.com/lead/customerInfo/146501/578699,51931,1,12,634,0,1,Y,Y,Akara Capital Advisors Private Limited,"ICI-ICICI Bank, India,ICICI Bank Ltd",ACCEPTED,0,DCB,0,2,0,2,0,0,21
147587,https://lms.stasheasy.com/lead/customerInfo/147587/290033,100500,0,7,696,0,1,Y,Y,,,,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,4
147730,https://lms.stasheasy.com/lead/customerInfo/147730/580583,20253,6,18,676,1,1,Y,Y,"Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","HDFC BANK,HDFC Bank Ltd",ACCEPTED,0,DCB,0,0,0,0,0,1,0
147891,https://lms.stasheasy.com/lead/customerInfo/147891/564437,35206,4,19,673,1,1,N,N,Akara Capital Advisors Private Limited,"YES-Yes Bank, India",ACCEPTED,0,,0,0,0,0,0,0,2
148212,https://lms.stasheasy.com/lead/customerInfo/148212/378155,22341,7,12,687,0,1,Y,Y,Stashfin DMI EMI Escrow Account,YES BANK,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,2,0,0,0
148263,https://lms.stasheasy.com/lead/customerInfo/148263/556451,68421,2,15,675,1,1,Y,N,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India,HDFC Bank Ltd",ACCEPTED,0,DCB,0,0,0,0,0,0,0
148525,https://lms.stasheasy.com/lead/customerInfo/148525/384600,14130,2,13,668,0,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
148530,https://lms.stasheasy.com/lead/customerInfo/148530/220033,21337,4,11,669,1,0,Y,Y,Akara Capital Advisors Private Limited,"KKB-KOTAK  MAHINDRA BANK,KKB-KOTAK MAHINDRA BANK",ACCEPTED,0,DCB,0,0,0,0,0,0,0
148535,https://lms.stasheasy.com/lead/customerInfo/148535/445584,16250,1,19,652,0,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,DCB,0,0,0,1,0,1,2
148548,https://lms.stasheasy.com/lead/customerInfo/148548/351031,79000,0,44,676,1,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,2
148641,https://lms.stasheasy.com/lead/customerInfo/148641/256250,50000,0,6,777,0,0,Y,Y,Akara Capital Advisors Private Limited,HDFC Bank Ltd,ACCEPTED,0,DCB,0,0,0,0,0,0,0
148688,https://lms.stasheasy.com/lead/customerInfo/148688/208244,75161,1,12,620,1,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
148772,https://lms.stasheasy.com/lead/customerInfo/148772/342633,10000,1,13,671,1,0,Y,Y,Akara Capital Advisors Private Limited,UTI-Axis Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
148815,https://lms.stasheasy.com/lead/customerInfo/148815/286362,1500,2,13,730,0,0,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,0,0
148826,https://lms.stasheasy.com/lead/customerInfo/148826/688639,21196,1,18,696,1,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC,ACCEPTED,0,DCB,0,0,0,0,0,0,13
148857,https://lms.stasheasy.com/lead/customerInfo/148857/223427,6500,0,8,707,0,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,0
149098,https://lms.stasheasy.com/lead/customerInfo/149098/279293,17105,5,10,633,1,0,Y,Y,,,,0,DCB,0,0,0,0,0,0,0
149637,https://lms.stasheasy.com/lead/customerInfo/149637/812726,491963,3,10,667,1,2,Y,Y,EQX ANALYTICS PRIVATE LIMITED,"ICI-ICICI Bank,ICIC,ICICI Bank",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,6
150205,https://lms.stasheasy.com/lead/customerInfo/150205/220100,64012,9,22,663,0,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,REJECTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
150237,https://lms.stasheasy.com/lead/customerInfo/150237/270389,22826,5,15,547,1,1,Y,Y,Akara Capital Advisors Private Limited,UTI-Axis Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,7
150277,https://lms.stasheasy.com/lead/customerInfo/150277/208264,71532,1,12,701,1,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,2,0,0,1
150385,https://lms.stasheasy.com/lead/customerInfo/150385/686891,20000,1,16,626,1,1,Y,Y,Akara Capital Advisors Private Limited,UTI-Axis Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,0,1
150416,https://lms.stasheasy.com/lead/customerInfo/150416/220134,28103,4,11,705,1,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,1
151675,https://lms.stasheasy.com/lead/customerInfo/151675/695055,21667,1,14,708,1,1,Y,N,Akara Capital Advisors Private Limited,ICICI Bank Ltd,ACCEPTED,0,DCB,0,0,0,0,0,1,0
152432,https://lms.stasheasy.com/lead/customerInfo/152432/328948,9677,0,18,597,1,1,Y,Y,Akara Capital Advisors Private Limited,ICICI Bank Ltd,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,3
152578,https://lms.stasheasy.com/lead/customerInfo/152578/722586,7000,0,14,-1,0,0,Y,Y,Akara Capital Advisors Private Limited,KKB-Kotak mahindra bank,REJECTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,2,0,0,15
152765,https://lms.stasheasy.com/lead/customerInfo/152765/288858,13477,0,11,589,1,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,1,0,1,6
152772,https://lms.stasheasy.com/lead/customerInfo/152772/288966,150000,9,9,657,0,0,Y,Y,Akara Capital Advisors Private Limited,"KKB-KOTAK MAHINDRA BANK,Kotak Mahindra Bank",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,7
152803,https://lms.stasheasy.com/lead/customerInfo/152803/422204,5500,0,13,-1,0,0,Y,Y,,,,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
153035,https://lms.stasheasy.com/lead/customerInfo/153035/333351,32000,7,9,636,0,1,Y,N,Akara Capital Advisors Private Limited,"SBI-State Bank of India, India",REJECTED,0,DCB,0,0,0,0,0,0,0
153181,https://lms.stasheasy.com/lead/customerInfo/153181/279292,41468,2,10,610,1,0,Y,Y,,,,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,1,1
154725,https://lms.stasheasy.com/lead/customerInfo/154725/709866,39839,1,18,695,0,1,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC Bank, India",ACCEPTED,0,DCB,0,0,0,0,0,0,7
154898,https://lms.stasheasy.com/lead/customerInfo/154898/257864,6000,0,6,698,0,0,Y,Y,Akara Capital Advisors Private Limited,PUN-PUNJAB NATIONAL BANK,REJECTED,0,DCB,0,0,0,0,0,0,0
155168,https://lms.stasheasy.com/lead/customerInfo/155168/328140,2500,4,17,615,1,1,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,2
155188,https://lms.stasheasy.com/lead/customerInfo/155188/220144,14519,6,19,682,0,0,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC,ACCEPTED,0,DCB,0,0,0,0,0,0,0
155189,https://lms.stasheasy.com/lead/customerInfo/155189/296428,26000,1,12,677,1,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI,ACCEPTED,0,DCB,0,0,0,0,0,0,2
155194,https://lms.stasheasy.com/lead/customerInfo/155194/220076,27062,4,18,-1,1,0,Y,Y,,,,0,DCB,0,0,0,0,0,0,0
155350,https://lms.stasheasy.com/lead/customerInfo/155350/220120,20734,1,12,675,1,0,Y,Y,Akara Capital Advisors Private Limited,AXIS BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,1
155368,https://lms.stasheasy.com/lead/customerInfo/155368/214546,23500,1,7,635,0,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,4
155409,https://lms.stasheasy.com/lead/customerInfo/155409/243415,21500,0,12,676,0,0,Y,Y,,,,0,DCB,0,0,0,0,0,0,3
155820,https://lms.stasheasy.com/lead/customerInfo/155820/565521,28977,3,18,663,1,1,Y,Y,Akara Capital Advisors Private Limited,"Yes Bank Ltd,YES-Yes Bank, India",ACCEPTED,0,DCB,0,0,0,0,0,0,1
156043,https://lms.stasheasy.com/lead/customerInfo/156043/220101,17660,0,14,614,1,0,Y,Y,,,,0,DCB,0,0,0,0,0,0,0
156062,https://lms.stasheasy.com/lead/customerInfo/156062/374823,27000,4,8,694,1,0,Y,Y,,,,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,1
156529,https://lms.stasheasy.com/lead/customerInfo/156529/383910,21337,7,23,644,1,1,Y,Y,Akara Capital Advisors Private Limited,"Bank of India,BKI-Bank of India, India",ACCEPTED,0,DCB,0,0,0,1,0,0,2
156591,https://lms.stasheasy.com/lead/customerInfo/156591/706598,24728,1,23,682,2,1,Y,Y,Akara Capital Advisors Private Limited,AND-ANDHRA BANK,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,0
156762,https://lms.stasheasy.com/lead/customerInfo/156762/338393,23613,8,15,710,0,1,Y,Y,Akara Capital Advisors Private Limited,"IND-IndusInd Bank, India",ACCEPTED,0,DCB,0,0,0,0,0,1,9
157460,https://lms.stasheasy.com/lead/customerInfo/157460/220106,36325,4,11,727,1,0,Y,Y,Akara Capital Advisors Private Limited,ICI-ICICI,ACCEPTED,0,DCB,0,0,0,0,0,0,1
158092,https://lms.stasheasy.com/lead/customerInfo/158092/696662,34946,8,12,688,1,1,Y,N,Akara Capital Advisors Private Limited,KKB-Kotak mahindra bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
159377,https://lms.stasheasy.com/lead/customerInfo/159377/709090,10833,7,13,661,0,1,Y,Y,Akara Capital Advisors Private Limited,"SBI-State Bank of India, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,1,3
159614,https://lms.stasheasy.com/lead/customerInfo/159614/586861,43342,2,15,721,0,1,Y,Y,Akara Capital Advisors Private Limited,"IBK-IDBI, India,IDBI, India",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,1,5
160056,https://lms.stasheasy.com/lead/customerInfo/160056/709743,107527,1,15,695,0,1,Y,Y,Akara Capital Advisors Private Limited,"ICI-ICICI Bank, India",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,2
160802,https://lms.stasheasy.com/lead/customerInfo/160802/440946,10598,8,14,-1,1,1,Y,Y,Akara Capital Advisors Private Limited,"AND-Andhra Bank,Andhra Bank",ACCEPTED,0,DCB,0,0,0,0,0,0,7
161004,https://lms.stasheasy.com/lead/customerInfo/161004/326047,70968,1,21,616,0,1,Y,Y,Akara Capital Advisors Private Limited,HDF-HDFC Bank,ACCEPTED,0,DCB,0,0,0,0,0,0,2
161078,https://lms.stasheasy.com/lead/customerInfo/161078/240679,17000,1,7,643,1,0,Y,Y,,,,0,DCB,0,0,0,0,0,0,1
161368,https://lms.stasheasy.com/lead/customerInfo/161368/694008,8500,1,14,725,2,0,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","Axis Bank,Axis Bank Ltd,UTI-Axis Bank",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,0
162844,https://lms.stasheasy.com/lead/customerInfo/162844/599169,26386,8,14,660,1,1,Y,Y,Stashfin DMI EMI Escrow Account,INDIAN BANK,ACCEPTED,0,DCB,0,0,0,0,0,0,2
163530,https://lms.stasheasy.com/lead/customerInfo/163530/322697,25000,8,14,669,1,0,Y,Y,"Akara Capital Advisors Private Limited,Stashfin DMI EMI Escrow Account","KKB-KOTAK MAHINDRA BANK,Kotak Mahindra Bank",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,1
164659,https://lms.stasheasy.com/lead/customerInfo/164659/689707,38441,0,10,684,1,1,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited,EQX ANALYTICS PRIVATE LIMITED","ICI-ICICI Bank,ICIC,ICICI Bank",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,6
165819,https://lms.stasheasy.com/lead/customerInfo/165819/275564,23500,1,16,655,0,0,Y,Y,,,,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,2
168618,https://lms.stasheasy.com/lead/customerInfo/168618/647472,200000,8,6,758,1,0,Y,Y,"AKARA CAPITAL ADVISORS P LTD,Akara Capital Advisors Private Limited","ICI-ICICI Bank,ICICI Bank",ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,1
168987,https://lms.stasheasy.com/lead/customerInfo/168987/320083,4000,2,19,675,2,0,Y,Y,Akara Capital Advisors Private Limited,"SBI-State Bank of India,SBI-State Bank of India, India",REJECTED,0,DCB,0,0,0,0,0,0,1
169164,https://lms.stasheasy.com/lead/customerInfo/169164/391985,25888,8,12,713,0,1,Y,Y,Akara Capital Advisors Private Limited,"HDF-HDFC BANK,HDFC Bank Ltd",ACCEPTED,0,DCB,0,0,0,0,0,0,4
169704,https://lms.stasheasy.com/lead/customerInfo/169704/614569,107527,5,13,698,1,1,Y,Y,Stashfin DMI EMI Escrow Account,Federal Bank,ACCEPTED,0,"DCB,MATCHMOVE FEDERAL",0,0,0,0,0,0,6
170668,https://lms.stasheasy.com/lead/customerInfo/170668/599735,102632,1,16,702,1,2,Y,Y,"Akara Capital Advisors Private Limited,DMISTASH,Stashfin DMI EMI Escrow Account","Kotak Mahindra Bank,Kotak Mahindra Bank, India",ACCEPTED,0,"DCB,M2P FEDERAL",0,0,0,0,0,0,10
